,0
2007-05-30,5183.0
2007-06-06,4938.0
2007-06-13,4958.0
2007-06-20,5475.0
2007-06-27,4923.0
2007-07-04,4607.0
2007-07-11,4912.0
2007-07-18,4174.0
2007-07-25,5052.0
2007-08-01,4874.0
2007-08-08,4998.0
2007-08-15,4735.0
2007-08-22,4842.0
2007-08-29,5089.0
2007-09-05,4685.0
2007-09-12,4755.0
2007-09-19,5416.0
2007-09-26,4761.0
2007-10-03,5430.0
2007-10-10,4379.0
2007-10-17,5080.0
2007-10-24,5046.0
2007-10-31,4950.0
2007-11-07,5119.0
2007-11-14,5143.0
2007-11-21,4959.0
2007-11-28,5176.0
2007-12-05,4905.0
2007-12-12,4831.0
2007-12-19,7500.0
2007-12-26,4910.0
2008-01-02,8693.0
2008-01-09,5146.0
2008-01-16,5171.0
2008-01-23,5335.0
2008-01-30,4650.0
2008-02-06,5548.0
2008-02-13,5316.0
2008-02-20,3861.0
2008-02-27,4740.0
2008-03-05,4867.0
2008-03-12,5076.0
2008-03-19,5152.0
2008-03-26,5729.0
2008-04-02,5158.0
2008-04-09,5127.0
2008-04-16,4745.0
